1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country,Indicator
-1.274,-0.48,-0.359,-0.743,-0.764,-0.206,-0.397,-0.766,-0.677,-0.756,-1.002,-0.884,-0.725,-0.232,-0.237,-0.57,-0.715,-0.241,-0.111,-1.042,-0.82,-0.876,-0.298,-0.166,0.188,-0.171,-0.125,-0.395,-0.247,-0.334,-0.012,0.21,-0.08,-0.157,-0.339,-0.159,0.054,-0.415,-0.3,-0.2,-0.547,-0.814,-0.68,-0.515,-0.534,-0.44,-0.369,-0.231,-0.371,-0.72,-0.693,-0.143,-0.627,-0.392,-0.522,-0.156,-0.163,-0.314,-0.357,-0.086,-0.584,-0.473,-0.852,-0.465,-0.357,-0.333,-0.302,-0.617,-0.416,-0.578,-0.561,0.235,-0.193,-0.302,-0.556,-0.499,-0.045,-0.057,-0.2,-0.093,-0.174,-0.062,-0.281,0.014,-0.151,-0.029,-0.469,-0.348,-0.288,0.005,-0.178,-0.52,-0.187,-0.747,-0.284,0.026,0.176,0.058,0.462,0.247,0.149,-0.341,-0.045,0.465,-0.142,0.191,0.047,-0.318,0.096,-0.085,0.25,-0.348,-0.019,-0.424,-0.411,0.251,0.26,0.116,0.243,-0.079,0.257,-0.051,-0.006,0.157,-0.399,-0.103,-0.345,-0.256,0.027,-0.005,0.394,-0.157,0.279,-0.341,0.047,0.248,0.273,0.131,0.104,0.32,0.1,-0.331,-0.091,0.022,0.4,0.389,0.352,0.755,0.379,0.123,0.185,0.769,0.487,0.225,0.617,1.34,1.116,0.481,0.868,1.078,0.811,1.03,0.782,1.28,1.487,0.931,1.145,0.913,0.699,0.454,1.134,1.007,1.37,1.414,1.428,1.201,1.404,1.475,China,LST Annual Anomaly
0.625,0.469,0.471,0.483,0.444,0.574,0.392,0.375,0.508,0.475,0.351,0.472,0.308,0.436,0.449,0.484,0.467,0.441,0.455,0.451,0.487,0.461,0.518,0.46,0.423,0.44,0.503,0.588,0.404,0.38,0.335,0.404,0.361,0.315,0.407,0.316,0.449,0.56,0.371,0.241,0.311,0.268,0.295,0.362,0.279,0.346,0.269,0.224,0.266,0.193,0.286,0.369,0.255,0.258,0.302,0.413,0.277,0.255,0.2,0.253,0.277,0.257,0.209,0.244,0.191,0.258,0.222,0.216,0.241,0.25,0.215,0.168,0.192,0.261,0.176,0.183,0.16,0.217,0.154,0.134,0.147,0.17,0.272,0.196,0.266,0.159,0.27,0.145,0.225,0.201,0.262,0.213,0.159,0.153,0.136,0.128,0.212,0.123,0.109,0.156,0.124,0.11,0.095,0.203,0.172,0.107,0.11,0.126,0.161,0.094,0.136,0.082,0.069,0.06,0.081,0.093,0.098,0.156,0.054,0.112,0.082,0.07,0.101,0.097,0.068,0.073,0.07,0.086,0.094,0.061,0.046,0.131,0.082,0.098,0.078,0.091,0.105,0.172,0.052,0.07,0.103,0.051,0.096,0.085,0.062,0.095,0.082,0.064,0.053,0.047,0.045,0.05,0.039,0.06,0.063,0.067,0.049,0.054,0.029,0.064,0.075,0.097,0.067,0.069,0.088,0.076,0.076,0.061,0.103,0.104,0.1,0.089,0.105,0.099,0.094,0.095,0.084,0.098,China,LST Annual Uncertainty
