1750,1751,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country,Indicator
-0.543,-0.971,-0.505,-0.39,-0.622,-0.217,-0.143,-1.512,-0.421,-1.079,-0.135,-0.622,-1.066,-0.393,-0.509,-0.359,-0.784,-1.325,-0.756,-0.768,-1.107,-0.098,-0.021,-0.362,0.451,-0.617,-0.75,-0.091,0.638,-0.31,0.206,-0.88,-0.05,-1.081,-1.245,-1.014,-0.185,-0.451,-0.118,-0.023,0.356,-0.153,-0.073,0.582,-0.293,-0.104,0.672,0.333,-1.195,-0.218,0.365,0.137,-0.564,-0.274,-1.157,0.155,-0.058,-0.954,-0.961,-0.888,0.037,-1.415,-0.705,-1.278,-0.778,-1.316,-0.542,-0.057,-0.106,-0.796,-0.234,0.664,-0.436,0.289,0.042,0.283,-0.059,-0.212,-1.629,-0.579,-0.203,-0.759,-0.263,0.474,-0.689,-0.507,-0.943,-1.436,-0.58,-1.067,-0.132,-0.469,-0.168,-1.069,-0.876,0.469,-0.56,-0.212,-0.672,-0.693,-0.32,-0.124,-0.584,-0.348,-1.069,-0.704,-0.195,-0.591,0.262,-0.741,-0.295,-0.562,0.471,-1.154,-0.378,-0.038,-0.835,0.297,-0.037,-0.884,-1.338,0.505,0.087,-0.238,-1.107,-0.455,-0.517,0.089,-0.908,-0.373,-1.032,0.087,-0.454,-0.3,-0.528,-0.316,-0.58,-1.36,-0.548,-0.357,-0.548,-0.648,-0.752,-0.104,-0.44,-0.352,0.042,0.133,-0.153,-0.133,-0.225,-1.044,0.05,-0.282,-0.263,0.045,-0.57,-0.48,-0.618,0.14,0.111,-0.65,0.086,-0.007,-0.623,0.05,-0.791,0.057,-0.696,0.331,0.262,-0.565,-0.058,-0.31,0.047,0.174,-0.055,-0.108,-0.579,0.598,-0.435,0.113,-0.485,0.969,0.096,0.432,0.645,0.741,0.322,-1.098,-1.069,-0.94,0.606,0.175,0.285,0.295,0.156,0.524,0.817,0.523,0.323,-0.053,0.454,-0.247,-0.169,-1.045,0.403,0.067,0.559,0.326,0.87,-0.332,-0.499,0.034,-0.542,0.139,0.36,-0.095,-0.531,-0.171,0.032,0.227,0.024,0.533,0.752,-0.349,0.125,-0.497,-0.131,-0.565,0.04,0.467,0.673,0.168,-0.704,-0.082,-0.526,0.44,1.286,1.313,0.372,0.808,0.143,1.01,0.725,-0.156,0.662,0.596,1.117,1.474,0.843,1.256,1.021,0.867,0.833,1.175,1.493,1.33,1.158,0.311,1.415,0.968,1.078,1.818,1.803,1.469,1.403,1.758,1.846,2.164,EU,LST Annual Anomaly
0.915,0.765,0.837,0.866,0.814,0.765,0.706,0.917,0.841,1.382,0.876,1.176,2.443,1.265,1.469,2.138,1.76,1.401,1.98,1.438,1.436,1.639,1.715,1.982,1.445,1.291,1.292,1.63,2.894,1.507,1.33,1.157,1.12,1.215,1.29,0.53,0.836,0.703,0.774,0.87,1.417,1.125,1.547,2.01,1.347,1.765,2.485,0.785,0.992,0.806,0.881,0.632,0.696,0.838,0.713,1.185,0.963,1.117,2.122,1.874,1.516,1.629,1.224,1.318,0.979,1.387,1.663,0.877,1.02,0.796,0.571,0.865,0.624,0.568,0.726,0.624,0.941,0.827,0.69,0.854,1.215,0.906,0.836,0.527,0.824,0.914,1.236,1.093,1.198,0.728,0.937,0.646,0.541,0.501,0.459,1.069,0.56,0.636,0.833,0.709,0.585,0.567,0.336,0.475,0.471,0.349,0.485,0.541,0.433,0.406,0.544,0.66,0.512,0.674,0.48,0.492,0.493,0.563,0.732,0.427,0.387,0.452,0.328,0.342,0.323,0.353,0.438,0.389,0.279,0.525,0.427,0.255,0.234,0.234,0.192,0.287,0.284,0.232,0.218,0.29,0.237,0.212,0.332,0.357,0.191,0.193,0.133,0.176,0.248,0.128,0.161,0.171,0.18,0.254,0.177,0.119,0.148,0.234,0.22,0.19,0.114,0.16,0.136,0.125,0.14,0.155,0.148,0.152,0.141,0.185,0.147,0.176,0.1,0.153,0.226,0.181,0.13,0.196,0.135,0.122,0.16,0.164,0.15,0.162,0.139,0.111,0.126,0.13,0.118,0.105,0.073,0.092,0.094,0.119,0.097,0.076,0.085,0.091,0.076,0.068,0.069,0.07,0.08,0.065,0.072,0.077,0.058,0.082,0.085,0.149,0.052,0.11,0.076,0.077,0.082,0.088,0.08,0.081,0.077,0.088,0.093,0.055,0.042,0.117,0.083,0.091,0.067,0.08,0.072,0.17,0.051,0.071,0.085,0.03,0.082,0.068,0.06,0.088,0.091,0.05,0.042,0.06,0.062,0.061,0.037,0.043,0.046,0.053,0.056,0.059,0.043,0.049,0.076,0.077,0.054,0.047,0.063,0.051,0.074,0.048,0.084,0.095,0.078,0.091,0.087,0.072,0.08,0.095,0.089,0.066,EU,LST Annual Uncertainty
